repayment_id,loan_id,repayment_date,amount_paid,due_date
21458,5855,2023-07-04,3130.88,2023-07-19
21459,5511,2022-07-16,4568.78,2022-06-05
21460,5687,2022-10-07,8100.73,2023-05-18
21461,6138,2023-11-17,11945.47,2022-11-30
21462,5571,2023-07-10,6763.84,2023-05-06
21463,5715,2023-10-28,3456.88,2023-08-30
21464,5239,2022-06-02,1775.19,2022-11-24
21465,5303,2022-10-18,10113.66,2022-01-01
21466,5607,2022-05-22,6638.43,2022-12-26
21467,5991,2022-11-08,2317.88,2023-09-19
21468,5334,2023-10-08,10279.77,2022-12-03
21469,5113,2022-02-01,3509.89,2023-07-07
21470,5362,2022-01-26,7880.73,2022-07-06
21471,5801,2022-09-12,4939.73,2022-09-26
21472,5097,2022-02-25,14009.51,2023-03-07
21473,5016,2022-10-20,3810.18,2023-06-23
21474,5556,2023-09-29,6588.82,2022-05-03
21475,5376,2022-08-18,14412.66,2023-07-06
21476,5742,2022-02-22,5121.52,2022-08-07
21477,5390,2022-04-11,9846.6,2023-02-20
21478,5620,2023-04-12,5092.54,2022-07-05
21479,5824,2022-09-24,2104.79,2023-08-11
21480,5320,2022-01-02,9599.43,2023-07-18
21481,5196,2022-01-22,13782.46,2022-07-24
21482,5418,2023-08-01,7062.19,2022-12-02
21483,5607,2022-07-31,9579.56,2023-01-25
21484,5568,2022-08-24,9329.03,2022-10-31
21485,5544,2023-06-13,6518.8,2023-11-10
21486,5231,2023-01-23,9416.0,2023-05-27
21487,5884,2022-01-14,4260.11,2022-08-14
21488,5521,2023-06-03,5981.55,2023-05-28
21489,5703,2022-08-10,6913.62,2022-01-29
21490,5846,2023-09-08,13028.13,2023-08-27
21491,5673,2023-02-07,5550.83,2023-09-07
21492,5021,2023-05-28,9709.49,2023-05-27
21493,5588,2022-10-14,3594.36,2023-09-27
21494,5898,2023-01-19,4162.26,2023-09-06
21495,5371,2022-09-04,9902.22,2022-12-20
21496,5078,2022-04-01,11553.49,2023-04-17
21497,5648,2022-11-08,7200.7,2023-11-20
21498,5140,2023-03-13,5358.95,2022-11-11
21499,5553,2022-02-12,13698.94,2023-07-11
21500,5998,2022-03-15,2469.21,2022-10-06
21501,5282,2023-07-15,10950.36,2022-10-15
21502,5440,2022-11-12,10507.48,2023-01-02
21503,5270,2022-05-24,10508.55,2022-11-27
21504,6158,2022-11-25,14063.6,2023-02-01
21505,5746,2022-07-28,11058.76,2023-01-20
21506,5104,2022-04-09,4872.7,2023-08-01
21507,5766,2023-12-01,5624.43,2023-05-26
21508,5095,2022-04-24,6171.11,2023-07-12
21509,5729,2022-06-24,946.73,2022-01-30
21510,5480,2022-09-28,13745.9,2022-07-16
21511,5780,2022-03-04,1566.51,2022-09-20
21512,5013,2023-02-08,10647.02,2023-02-12
21513,6171,2022-08-13,11087.33,2022-04-05
21514,5601,2022-06-10,12733.87,2022-02-12
21515,5095,2022-02-05,8523.75,2022-02-05
21516,5293,2023-01-16,11016.33,2023-04-03
21517,5025,2023-10-15,4889.48,2022-05-09
21518,6190,2022-11-14,11310.97,2023-06-03
21519,5939,2023-10-25,5479.53,2022-02-13
21520,5762,2023-04-01,13591.16,2022-03-02
21521,6111,2022-09-26,2869.04,2023-06-22
21522,5654,2022-12-10,5078.48,2022-12-29
21523,5985,2022-02-09,7732.16,2022-05-01
21524,5638,2023-02-18,11749.83,2023-05-12
21525,5491,2023-01-15,11357.59,2022-06-07
21526,6165,2022-08-10,3555.39,2022-09-14
21527,6127,2022-10-08,2591.42,2023-07-29
21528,5575,2022-08-13,4907.56,2022-09-28
21529,5294,2023-04-02,7514.44,2022-11-07
21530,5896,2022-06-03,8315.57,2022-11-09
21531,5040,2022-10-07,6722.5,2022-04-27
21532,5776,2022-12-19,10114.81,2022-12-11
21533,5520,2022-02-08,6699.6,2022-06-27
21534,5546,2023-09-13,14221.77,2022-04-27
21535,5236,2023-07-27,4284.05,2023-11-07
21536,5463,2023-05-04,9596.9,2022-06-14
21537,5483,2022-07-17,9364.98,2022-06-23
21538,5430,2022-10-03,4582.83,2023-09-23
21539,6046,2022-06-21,6469.47,2022-06-04
21540,5343,2023-05-23,5799.37,2023-10-21
21541,6064,2023-02-09,3001.24,2023-08-18
21542,6197,2022-09-28,7420.78,2023-05-25
21543,5133,2023-07-08,6106.6,2022-11-06
21544,5351,2023-10-26,3085.6,2022-08-22
21545,5506,2022-05-11,7023.26,2022-12-17
21546,5084,2023-09-18,6616.74,2022-06-11
21547,5993,2023-01-20,2404.8,2023-08-14
21548,5830,2023-02-01,2402.22,2023-11-22
21549,5861,2023-07-20,9888.86,2022-10-19
21550,5343,2022-10-23,10745.42,2022-05-07
21551,5866,2023-01-18,14147.12,2023-11-24
21552,6190,2023-05-27,1761.57,2023-08-25
21553,5293,2023-01-30,2208.99,2022-04-04
21554,6194,2023-07-08,1251.36,2023-03-22
21555,5598,2023-08-28,8217.31,2022-03-30
21556,5645,2022-09-17,9529.83,2023-01-23
21557,5448,2022-10-08,6351.09,2022-09-06
21558,5690,2022-12-22,12069.58,2022-06-30
21559,6002,2023-02-24,10457.14,2022-03-02
21560,5855,2022-07-11,14794.69,2022-05-27
21561,5502,2023-09-29,2499.48,2023-09-23
21562,5764,2023-03-04,1345.58,2023-11-27
21563,5735,2022-12-14,4484.65,2022-10-08
21564,5250,2023-03-05,776.23,2023-07-20
21565,5601,2023-01-27,14022.87,2022-04-22
21566,5125,2022-12-07,4907.3,2023-11-18
21567,5113,2023-07-01,8510.24,2022-10-24
21568,5981,2023-02-06,5112.01,2023-11-22
21569,6161,2022-02-16,4064.23,2023-07-16
21570,5150,2023-10-27,2709.29,2022-04-27
21571,5875,2023-03-01,5145.31,2022-01-27
21572,5343,2023-06-01,9423.57,2023-03-08
21573,5580,2023-09-29,14588.51,2022-11-07
21574,5783,2022-11-24,8592.33,2023-01-25
21575,5321,2022-03-28,8224.28,2023-11-06
21576,5822,2023-05-30,1011.31,2023-04-07
21577,5532,2022-06-14,12681.44,2022-01-06
21578,5492,2022-08-11,1150.2,2023-06-14
21579,5612,2022-10-24,13640.37,2022-06-08
21580,5252,2023-03-27,8310.74,2022-11-04
21581,6101,2022-12-09,2942.77,2023-10-18
21582,5173,2022-12-07,7049.76,2022-07-14
21583,5875,2023-04-06,14927.27,2023-04-24
21584,5201,2023-01-27,4923.7,2022-08-18
21585,5217,2023-06-21,4407.17,2023-05-21
21586,5376,2023-07-05,2211.09,2022-12-03
21587,5011,2023-02-25,9158.56,2023-11-23
21588,6036,2023-01-16,1793.79,2022-05-13
21589,5892,2023-09-09,11607.12,2023-10-19
21590,5435,2022-01-05,13828.74,2022-06-08
21591,5818,2023-10-10,14012.13,2022-09-29
21592,5931,2022-01-04,2064.79,2023-06-17
21593,5691,2023-11-12,8594.81,2023-11-12
21594,6156,2022-11-12,1908.09,2022-10-22
21595,5855,2022-03-19,8794.23,2022-11-26
21596,5784,2023-06-15,12317.22,2022-10-08
21597,5319,2022-12-21,8297.96,2023-03-13
21598,5844,2022-02-02,13144.78,2022-03-05
21599,5621,2023-10-24,12124.28,2022-12-25
21600,5785,2022-05-19,4509.95,2022-08-17
21601,6192,2022-09-29,9636.48,2023-09-06
21602,5397,2022-07-15,607.48,2022-09-04
21603,6082,2022-05-07,6242.61,2022-04-02
21604,5460,2022-12-15,3950.42,2023-10-10
21605,5061,2022-02-13,14088.19,2022-01-01
21606,5369,2022-09-01,6378.14,2022-11-11
21607,6145,2022-01-09,9983.93,2022-10-18
21608,5719,2022-03-20,11113.73,2022-09-03
21609,5546,2022-07-09,11711.58,2022-08-28
21610,6041,2022-03-27,11168.74,2023-04-26
21611,5496,2023-04-30,4692.89,2022-09-29
21612,5497,2022-09-28,10447.98,2023-10-16
21613,5505,2023-05-28,8460.64,2023-06-01
21614,5969,2022-01-20,9161.9,2022-11-10
21615,6093,2023-05-04,511.81,2023-07-23
21616,5161,2022-05-10,4244.74,2022-05-19
21617,5718,2023-10-05,13994.91,2023-05-13
21618,6169,2022-01-07,4706.1,2022-11-23
21619,5993,2022-11-06,6851.23,2022-05-01
21620,5269,2023-09-19,3206.77,2023-01-27
21621,5699,2023-04-18,2509.74,2023-04-10
21622,5865,2022-04-12,3525.7,2022-06-26
21623,5350,2022-12-04,8527.89,2022-12-30
21624,5110,2022-11-15,13825.92,2023-05-13
21625,5407,2023-05-28,5229.89,2022-06-10
21626,5650,2022-01-25,5189.42,2023-10-26
21627,5051,2023-03-06,8680.04,2023-07-04
21628,6111,2022-05-23,5672.77,2022-12-01
21629,6092,2023-10-19,13701.03,2022-02-19
21630,5596,2022-05-29,5978.8,2022-03-30
21631,5979,2023-11-24,7611.41,2023-07-30
21632,6066,2022-02-24,8234.14,2022-08-13
21633,5731,2023-04-16,11839.98,2023-01-21
21634,5057,2022-12-29,8676.64,2022-06-16
21635,5738,2023-10-12,3967.75,2023-10-16
21636,5196,2022-07-28,2297.81,2022-12-03
21637,6086,2022-07-04,14097.73,2023-08-13
21638,5112,2022-03-06,12122.66,2023-03-11
21639,5765,2023-07-03,833.0,2023-06-06
21640,5711,2022-04-22,12412.17,2022-09-05
21641,5948,2022-09-20,9063.67,2022-02-13
21642,5026,2022-03-17,8023.97,2023-05-02
21643,5410,2022-10-23,677.32,2023-04-22
21644,5758,2022-06-27,11822.53,2022-04-19
21645,5531,2022-01-01,3371.94,2023-12-01
21646,6130,2022-05-28,11055.73,2022-03-11
21647,5749,2023-11-02,730.09,2023-06-27
21648,5246,2023-10-24,12047.13,2023-11-29
21649,6105,2022-05-09,834.07,2023-11-14
21650,5662,2023-09-30,3920.45,2022-04-19
21651,5909,2023-05-28,4390.03,2023-09-01
21652,5396,2023-09-21,2783.88,2023-07-04
21653,5522,2023-05-17,7475.34,2022-09-21
21654,5926,2022-05-29,4613.48,2022-10-17
21655,5264,2022-09-26,14902.68,2022-05-25
21656,5790,2023-10-15,8909.55,2023-06-13
21657,5172,2022-04-15,8713.93,2022-04-04
21658,5265,2023-04-11,3702.61,2022-12-04
21659,6050,2022-10-08,6426.0,2023-07-19
21660,5476,2023-02-11,2297.68,2023-09-13
21661,5356,2023-09-05,11556.67,2023-07-23
21662,6050,2022-12-24,5301.81,2023-10-22
21663,5034,2023-11-06,11403.5,2022-03-02
21664,5264,2022-07-22,5889.59,2023-06-21
21665,6162,2023-09-04,14836.98,2022-03-19
21666,5816,2022-10-08,2981.26,2023-06-23
21667,5875,2022-09-14,522.1,2023-03-07
21668,5754,2022-04-04,9124.97,2022-04-09
21669,5566,2022-11-20,14317.82,2023-06-24
21670,5462,2022-12-28,9882.28,2023-10-08
21671,6192,2023-10-24,1742.99,2022-11-11
21672,5655,2022-12-17,8336.97,2022-08-11
21673,5081,2022-03-03,13687.56,2022-07-08
21674,5757,2023-10-03,594.34,2022-11-01
21675,5870,2022-07-06,2920.23,2022-12-22
21676,6070,2023-08-03,12311.14,2023-04-25
21677,5599,2023-06-26,13461.65,2022-02-09
21678,5807,2022-10-31,10753.83,2023-04-21
21679,6077,2023-10-01,14877.62,2022-04-24
21680,5984,2023-03-12,1808.13,2022-11-22
21681,5704,2022-08-01,8412.31,2023-11-10
21682,5476,2023-02-10,10432.42,2023-09-14
21683,5592,2022-05-14,10688.35,2023-06-16
21684,5016,2022-08-07,12005.53,2022-08-18
21685,5487,2023-02-25,13805.58,2023-01-23
21686,5706,2022-11-15,5743.8,2022-11-01
21687,6165,2022-06-06,1122.97,2022-03-17
21688,5620,2022-07-07,5755.41,2022-09-22
21689,6019,2023-04-21,10238.41,2022-11-11
21690,5777,2022-06-11,3595.11,2023-09-20
21691,5447,2022-05-09,12244.61,2023-05-30
21692,5290,2022-10-31,3686.58,2023-06-07
21693,5209,2022-03-30,645.92,2022-09-18
21694,5413,2022-06-11,7867.17,2023-01-04
21695,5677,2022-02-05,11033.69,2023-10-26
21696,5664,2022-08-15,5570.0,2022-03-23
21697,5290,2022-05-31,11358.99,2023-09-29
21698,5151,2023-08-16,6856.86,2022-08-18
21699,5855,2022-02-16,2989.86,2023-10-08
21700,5608,2023-10-22,1813.1,2023-08-21
21701,5370,2022-08-19,10803.51,2022-10-25
21702,5705,2023-06-23,6092.86,2023-07-09
21703,5826,2022-06-14,13735.22,2022-10-08
21704,6005,2023-08-10,8333.7,2023-04-13
21705,5377,2023-08-27,5552.27,2023-06-14
21706,5973,2023-07-28,5560.37,2023-02-12
21707,5118,2022-03-07,2405.85,2022-08-11
21708,6029,2022-03-21,9109.94,2022-01-15
21709,5444,2022-05-20,8941.42,2023-11-25
21710,5755,2023-02-04,12099.91,2023-06-30
21711,5640,2022-05-10,3417.36,2022-06-29
21712,5124,2023-03-22,4716.45,2022-01-02
21713,5658,2022-01-29,1909.95,2022-05-31
21714,5822,2022-07-21,4782.46,2022-04-20
21715,5664,2022-08-25,6707.48,2022-11-03
21716,5360,2023-08-22,14478.41,2023-02-01
21717,5623,2023-08-31,9969.46,2023-09-10
21718,6081,2022-12-05,11851.67,2022-01-14
21719,5919,2023-02-03,5219.89,2022-09-30
21720,6174,2023-03-15,2595.44,2023-01-13
21721,5452,2022-10-16,4222.44,2023-10-18
21722,6186,2022-09-09,4218.78,2022-07-26
21723,5120,2023-11-23,8955.17,2023-09-11
21724,5582,2022-04-10,5451.33,2022-09-04
21725,5099,2023-08-08,12932.28,2023-01-22
21726,6191,2023-02-26,14833.9,2022-03-16
21727,5514,2023-10-05,5477.83,2022-02-12
21728,5664,2023-11-25,10723.37,2022-05-13
21729,5401,2022-01-18,10033.56,2023-03-07
21730,5365,2023-04-16,3319.71,2023-03-12
21731,5581,2023-09-30,13811.12,2022-02-25
21732,5621,2022-01-07,3391.92,2022-07-27
21733,5828,2023-02-23,11185.88,2022-04-14
21734,5247,2023-01-15,5540.34,2023-04-09
21735,5434,2023-05-23,5822.68,2023-04-15
21736,6117,2022-04-24,7104.01,2023-08-03
21737,5615,2023-05-26,13035.37,2022-09-07
21738,5943,2023-08-19,2533.65,2023-08-26
21739,5963,2023-09-06,1291.26,2023-02-07
21740,5624,2023-04-14,6329.59,2022-01-26
21741,5321,2022-04-03,1305.98,2022-01-10
21742,5856,2023-05-07,10470.21,2023-09-02
21743,5062,2022-04-12,11524.71,2023-09-06
21744,5300,2023-05-08,12893.33,2023-05-12
21745,5403,2023-06-20,11285.71,2023-02-14
21746,5955,2023-04-30,13787.1,2022-05-16
21747,5253,2023-04-24,11350.37,2022-08-09
21748,5478,2022-06-16,14073.1,2023-06-28
21749,5160,2022-05-20,3300.11,2022-10-04
21750,5961,2022-04-04,7748.02,2022-04-06
21751,6190,2022-06-30,14911.99,2023-03-15
21752,5205,2023-07-30,10382.88,2023-05-23
21753,6162,2022-01-04,13240.3,2023-11-19
21754,5858,2023-08-29,940.71,2023-09-07
21755,5760,2023-01-24,13140.49,2022-07-06
21756,5721,2022-09-29,10616.84,2022-02-06
21757,6041,2022-05-12,2975.95,2022-07-29
21758,5068,2023-08-07,872.37,2023-02-19
21759,5133,2023-08-16,4268.94,2022-05-11
21760,5919,2023-05-27,13778.71,2022-04-08
21761,5430,2023-11-17,10187.93,2023-03-19
21762,5308,2022-02-21,13832.3,2023-06-29
21763,5650,2022-10-17,6969.19,2022-02-05
21764,6198,2023-03-22,14081.09,2023-05-30
21765,5412,2022-08-25,7212.92,2023-10-05
21766,5097,2023-05-06,3461.69,2022-08-08
21767,6178,2022-10-07,2695.21,2022-12-28
21768,6051,2022-02-13,14910.27,2023-11-25
21769,6084,2022-12-25,5341.01,2022-01-28
21770,5202,2023-10-08,2820.77,2023-06-22
21771,5762,2023-07-22,621.92,2023-10-31
21772,5874,2023-06-10,4640.76,2023-06-06
21773,5581,2023-11-21,13392.18,2022-04-19
21774,5370,2023-04-07,8243.14,2023-08-31
21775,5533,2022-04-11,9670.31,2023-10-20
21776,6176,2023-11-23,13874.67,2022-06-30
21777,6126,2023-04-06,7936.18,2022-07-29
21778,5899,2022-09-25,12655.06,2022-12-08
21779,5607,2022-12-28,5195.58,2023-10-19
21780,5873,2023-02-12,14667.98,2022-02-18
21781,6149,2022-02-06,1642.8,2023-04-18
21782,5770,2023-04-13,11010.03,2023-10-28
21783,5834,2022-09-16,10078.21,2022-11-25
21784,5999,2023-05-24,3279.24,2023-07-10
21785,5938,2023-10-29,6138.24,2022-08-24
21786,5236,2022-11-05,5036.02,2023-03-17
21787,5162,2023-09-04,1870.15,2022-05-01
21788,5554,2022-09-30,8979.43,2022-09-05
21789,5788,2023-09-17,14908.21,2023-06-03
21790,6092,2022-04-20,8614.03,2022-01-20
21791,6197,2023-10-17,8406.27,2023-11-27
21792,5559,2023-11-10,1084.55,2023-05-18
21793,5261,2022-09-17,2518.69,2022-12-30
21794,5217,2023-10-19,7941.68,2023-05-04
21795,6148,2022-09-25,14785.09,2022-07-19
21796,5805,2022-02-01,13210.81,2023-02-07
21797,6186,2022-06-26,5433.03,2022-09-02
21798,5201,2022-04-14,8373.56,2023-04-28
21799,5402,2022-08-24,8514.18,2023-07-30
21800,5275,2022-04-03,10437.73,2023-10-27
21801,5206,2022-07-20,10472.84,2022-01-17
21802,6064,2023-08-20,11951.99,2022-02-08
21803,5867,2022-02-04,862.08,2023-10-27
21804,5093,2022-04-27,14183.36,2022-10-22
21805,6066,2023-11-19,1515.9,2022-02-08
21806,5379,2023-04-03,7404.32,2022-07-06
21807,6131,2023-04-16,13833.9,2022-11-05
21808,5065,2023-02-03,7571.2,2022-12-28
21809,5365,2023-08-20,1422.73,2023-04-07
21810,5821,2022-04-27,3823.98,2023-10-31
21811,6048,2022-12-28,8890.67,2022-08-19
21812,5540,2022-07-23,1773.99,2022-09-07
21813,6086,2022-05-26,6643.33,2022-01-02
21814,5491,2023-03-20,5271.85,2023-04-20
21815,5229,2023-09-09,12320.51,2023-10-15
21816,6044,2022-10-24,2096.91,2022-07-01
21817,5003,2023-08-04,10400.58,2022-01-02
21818,5911,2023-05-02,6395.54,2022-06-19
21819,5307,2022-08-19,9022.38,2022-09-27
21820,5432,2022-07-22,3480.21,2022-11-03
21821,5136,2022-12-28,9340.7,2022-02-18
21822,5515,2023-01-30,10272.68,2023-02-26
21823,5193,2022-09-05,1518.36,2022-10-12
21824,5873,2023-03-16,12452.99,2023-01-15
21825,6142,2023-01-31,12988.18,2023-05-19
21826,5666,2023-10-18,1421.53,2023-07-10
21827,5209,2022-12-22,9246.22,2023-07-26
21828,5952,2023-02-05,9113.17,2022-07-18
21829,6058,2022-08-29,680.65,2022-04-19
21830,5649,2022-12-07,5464.02,2022-03-06
21831,5120,2022-08-17,14549.42,2023-11-16
21832,5627,2023-06-27,8554.04,2022-12-19
21833,5525,2023-09-13,14031.57,2022-04-08
21834,5769,2023-06-23,10296.85,2022-05-09
21835,6113,2023-11-03,911.66,2022-09-25
21836,5512,2023-06-13,1626.84,2023-02-13
21837,5047,2022-09-24,10971.59,2022-03-28
21838,5772,2022-05-09,8541.23,2023-08-24
21839,5740,2022-08-08,2343.7,2023-01-29
21840,5522,2022-03-23,9403.91,2023-03-26
21841,5134,2023-07-15,12249.17,2023-04-16
21842,5248,2023-07-07,11418.25,2023-10-04
21843,5436,2022-01-20,4069.36,2023-10-06
21844,6200,2022-11-23,4243.83,2022-04-20
21845,5686,2022-02-06,14533.65,2022-10-21
21846,5586,2023-01-17,13367.37,2022-08-03
21847,5351,2022-02-08,5115.89,2022-11-08
21848,5143,2022-04-19,12448.79,2022-07-23
21849,5967,2023-03-05,2845.21,2023-03-04
21850,5804,2022-03-05,3354.2,2023-06-20
21851,5718,2022-06-24,3127.34,2022-04-03
21852,5643,2022-02-01,1771.95,2023-11-12
21853,5501,2023-06-15,12892.83,2022-01-28
21854,5370,2022-04-16,8892.7,2022-11-14
21855,6110,2023-04-27,4254.86,2023-02-03
21856,5787,2022-07-25,12805.5,2022-09-23
21857,5739,2022-09-04,12138.38,2022-10-12
21858,5950,2023-11-10,1963.8,2022-03-04
21859,5522,2022-03-30,9840.02,2023-08-22
21860,5489,2022-11-12,10966.59,2023-06-03
21861,5397,2022-01-11,10879.5,2023-10-29
21862,5896,2022-02-18,10985.57,2022-01-20
21863,5355,2023-07-27,2957.14,2022-12-14
21864,5947,2022-06-20,5068.75,2022-02-19
21865,5288,2022-05-23,12740.59,2022-07-08
21866,5998,2022-07-26,13526.68,2022-03-08
21867,5536,2023-04-08,4548.24,2022-12-31
21868,5851,2023-05-24,833.78,2022-07-21
21869,5838,2022-07-20,12966.62,2022-04-09
21870,5168,2022-01-05,5967.83,2023-10-23
21871,5950,2022-07-30,5277.22,2022-06-09
21872,5621,2022-01-29,5531.5,2023-11-09
21873,5428,2022-07-09,6527.6,2022-01-28
21874,5490,2022-07-07,5984.87,2023-04-11
21875,5355,2022-05-30,8713.25,2023-12-01
21876,5196,2023-06-09,1644.63,2022-07-17
21877,5545,2023-01-01,14587.33,2022-07-28
21878,5717,2022-06-06,14078.54,2023-03-13
21879,5824,2022-03-21,14048.9,2022-09-23
21880,5932,2022-09-30,13249.53,2023-05-06
21881,6003,2023-10-22,10074.73,2023-02-13
21882,5659,2023-09-18,3706.07,2022-09-14
21883,5939,2023-06-02,1217.51,2022-12-02
21884,5780,2022-08-20,1940.16,2022-08-21
21885,5011,2023-10-11,5197.89,2022-03-14
21886,5396,2022-06-09,7806.3,2022-01-13
21887,5731,2022-12-10,14902.17,2023-08-06
21888,5409,2022-10-16,6813.93,2023-05-20
21889,5362,2022-07-24,8107.37,2022-01-01
21890,6027,2022-11-01,10579.78,2022-06-08
21891,5084,2022-12-26,3120.64,2023-05-24
21892,5156,2023-11-01,14025.99,2023-04-28
21893,6200,2023-02-04,8171.0,2022-08-04
21894,5707,2023-03-25,4505.72,2022-07-14
21895,5472,2022-04-16,14059.08,2022-11-08
21896,5619,2022-03-23,9569.03,2023-02-07
21897,5134,2022-12-08,7513.5,2022-01-04
21898,5788,2023-02-25,8912.26,2023-06-26
21899,5907,2022-02-18,11350.38,2022-04-16
21900,5864,2022-07-25,2740.8,2022-05-02
21901,5667,2022-08-06,13040.04,2022-09-24
21902,5277,2023-11-07,14412.85,2022-08-29
21903,5882,2023-03-12,8721.49,2022-02-22
21904,5013,2022-11-18,10392.93,2022-05-04
21905,5342,2022-08-19,12967.59,2022-03-29
21906,5035,2023-05-02,5934.75,2022-11-06
21907,5559,2023-03-05,14896.06,2023-07-11
21908,5405,2022-10-11,10367.27,2023-07-30
21909,5658,2023-05-01,6647.98,2023-11-29
21910,5159,2022-10-03,10321.4,2022-01-13
21911,5956,2023-03-09,8064.36,2022-07-28
21912,6134,2022-07-04,2118.8,2023-03-11
21913,5549,2023-09-25,12040.05,2022-02-21
21914,5985,2022-08-04,8683.45,2022-04-17
21915,5279,2022-04-07,12039.76,2023-06-05
21916,5479,2022-04-29,2746.22,2023-09-16
21917,5111,2022-12-31,8306.18,2022-04-30
21918,5431,2023-02-07,11616.05,2022-03-08
21919,5542,2023-09-10,14830.42,2022-03-23
21920,6139,2023-02-01,13323.76,2023-11-28
21921,6114,2023-04-03,13033.07,2023-10-31
21922,5360,2022-11-14,4088.17,2023-09-20
21923,5372,2023-01-17,12650.78,2022-04-24
21924,6039,2022-05-22,2954.58,2023-10-07
21925,5955,2023-04-02,3372.56,2023-09-15
21926,5259,2023-05-16,2096.69,2023-03-30
21927,5778,2022-11-19,12935.15,2022-08-20
21928,5120,2022-09-25,2069.69,2023-07-25
21929,5976,2023-05-02,2502.62,2023-07-16
21930,5913,2023-11-10,4065.36,2022-11-12
21931,6152,2022-06-09,8803.6,2023-04-20
21932,5723,2022-01-14,13262.61,2023-01-06
21933,5523,2022-06-04,6564.31,2023-09-07
21934,5325,2022-04-11,8421.15,2023-10-26
21935,6074,2023-07-26,2914.1,2023-06-17
21936,5069,2022-02-12,4356.21,2022-09-15
21937,5391,2022-07-12,2441.92,2023-03-05
21938,5383,2022-11-07,6443.82,2023-05-15
21939,5016,2023-09-13,9059.87,2023-08-17
21940,5846,2023-08-28,4618.28,2022-01-10
21941,5869,2023-04-10,12766.94,2023-11-08
21942,5568,2022-06-12,14727.96,2023-10-25
21943,5132,2022-12-17,2242.25,2023-11-16
21944,5273,2022-08-22,758.97,2023-03-01
21945,5484,2023-02-07,11951.77,2023-07-31
21946,5550,2022-12-17,3264.32,2023-05-27
21947,5357,2022-06-16,5620.63,2022-11-13
21948,6072,2022-05-28,6216.35,2023-09-22
21949,6034,2022-01-28,13790.69,2022-05-14
21950,5233,2022-09-16,10053.15,2022-01-18
21951,5036,2023-08-21,1088.84,2022-12-13
21952,5413,2023-09-12,714.75,2023-01-03
21953,6028,2023-03-18,3393.74,2022-06-17
21954,5044,2023-09-21,5113.49,2022-01-17
21955,5568,2023-06-11,7525.6,2023-06-06
21956,5740,2022-07-30,12648.67,2023-05-22
21957,5114,2023-06-27,5064.86,2023-04-19
21958,5397,2023-03-21,5959.79,2023-06-27
21959,6198,2023-03-29,5275.4,2022-11-02
21960,5466,2023-11-28,630.0,2023-01-14
21961,5847,2023-02-08,14350.42,2022-12-06
21962,5502,2022-03-07,2515.44,2022-05-31
21963,5441,2023-02-09,4671.18,2022-02-14
21964,5069,2023-07-29,2374.9,2022-07-26
21965,5326,2023-03-11,7612.88,2023-02-26
21966,5067,2022-08-16,14016.41,2022-05-19
21967,5304,2023-04-21,1960.16,2023-01-27
21968,5972,2023-04-13,6893.01,2023-01-19
21969,5484,2022-04-11,824.44,2023-11-05
21970,5929,2023-02-27,11678.02,2023-03-25
21971,6183,2022-12-22,9797.78,2022-07-22
21972,5149,2022-05-19,10645.63,2022-01-10
21973,6051,2023-09-23,7348.88,2022-12-16
21974,5987,2023-07-23,13660.68,2022-03-17
21975,5584,2022-05-11,6438.58,2022-08-05
21976,5248,2023-07-03,7954.23,2022-10-19
21977,6125,2023-04-13,10581.69,2022-01-04
21978,5702,2023-04-25,8048.13,2023-01-13
21979,5096,2022-04-21,3245.37,2023-10-23
21980,5282,2022-06-02,5097.52,2023-08-29
21981,5322,2022-08-30,1838.27,2022-02-07
21982,5529,2023-11-13,6772.9,2023-08-11
21983,5263,2022-10-06,9336.19,2022-10-22
21984,5580,2022-12-29,2218.68,2022-03-30
21985,5294,2023-09-17,9643.51,2022-10-02
21986,5395,2023-02-12,13446.65,2023-05-29
21987,5513,2022-06-24,5396.99,2022-05-30
21988,5921,2023-08-24,3719.48,2023-08-29
21989,5810,2022-05-15,13448.59,2022-11-09
21990,5920,2023-05-21,10533.21,2022-04-10
21991,5693,2022-10-21,2028.23,2022-09-16
21992,5235,2023-05-10,6417.62,2022-10-06
21993,5952,2023-02-23,10274.3,2022-01-04
21994,6032,2022-07-25,8828.57,2023-02-16
21995,5539,2022-11-14,9468.93,2023-08-13
21996,5820,2022-03-14,8723.46,2022-11-22
21997,6115,2022-09-16,12071.89,2023-11-08
21998,5272,2022-12-24,5146.19,2023-06-03
21999,6029,2022-05-28,10772.7,2022-01-01
22000,6142,2022-08-13,14870.65,2023-08-23
22001,5593,2022-04-15,6154.4,2023-02-22
22002,5976,2023-07-10,11970.2,2022-06-29
22003,5115,2022-12-22,4068.58,2022-01-10
22004,5263,2023-06-22,4587.5,2023-01-10
22005,5207,2022-09-18,14055.53,2023-10-08
22006,5303,2023-07-25,876.11,2023-03-28
22007,5112,2023-07-27,3652.7,2022-04-20
22008,5185,2022-03-11,7502.35,2022-05-05
22009,5901,2023-03-23,6326.79,2023-03-08
22010,5221,2023-03-23,9622.96,2022-10-28
22011,6141,2022-09-14,3294.47,2023-10-14
22012,6094,2023-09-29,1522.93,2022-04-13
22013,5898,2023-06-15,5855.33,2023-09-15
22014,6094,2022-04-29,8103.15,2022-03-11
22015,5622,2022-03-07,8649.03,2022-04-20
22016,5427,2022-09-02,9221.66,2022-08-12
